2018-09-11,8.12,260.88,131.49,30.69,4.57,242.41,41.87,2.42,547034,98.57,0.02
2018-09-12,8.13,253.15,134.04,29.78,4.55,245.56,42.41,3.04,547034,98.57,0.02
2018-09-13,8.09,255.68,131.45,30.08,4.58,248.18,42.86,2.61,547034,98.57,0.02
2018-09-14,8.64,284.85,137.55,33.51,4.74,251.21,43.39,2.75,563252,98.57,0.02
